Alloy name (composition),Phase (if known),FCC,BCC,Im,HCP,sigma,Processing (if known),Processing (Binary),Reference,Hardness (HV),Yield strength (MPa),Tensile strength (MPa),Elongation (ductility) %,Compressive strength (MPa),Plasticity  (ductility) %,delete,duplicate
CoCrFeNiV,FCC,1,0,0,0,0,As-solidified,1,dx.doi.org/10.1016/j.jallcom.2013.12.210,524,,311,0,,,,
NbTiVZr,BCC+Laves,0,1,1,0,0,As-solidified,1,dx.doi.org/10.1179/1743284715Y.0000000032,380,,,,,,,
CoCrFeMnNi,FCC,1,0,0,0,0,as-solidifies,1,dx.doi.org/10.1016/j.jallcom.2014.12.157,144,,,,,,,
CoCrFeMnNiV,FCC,1,0,0,0,0,as-solidifies,1,dx.doi.org/10.1016/j.jallcom.2014.12.157,650,,,,,,,
CoCrFeMnNiV0.25,FCC,1,0,0,0,0,as-solidifies,1,dx.doi.org/10.1016/j.jallcom.2014.12.157,151,,,,,,,
CoCrFeMnNiV0.5,FCC,1,0,0,0,0,as-solidifies,1,dx.doi.org/10.1016/j.jallcom.2014.12.157,186,,,,,,,
CoCrFeMnNiV0.75,FCC,1,0,0,0,0,as-solidifies,1,dx.doi.org/10.1016/j.jallcom.2014.12.157,342,,,,,,,
Al0.2Co1.5CrFeNi1.5Ti0.55+Si0.1,FCC+IMP,1,0,1,0,0,Ball milled,1,https://doi.org/10.1016/j.jallcom.2021.159122 ,520,,,,1800,46,,
Al0.2Co1.5CrFeNi1.5Ti0.65+0.3Si ,FCC+IMP,1,0,1,0,0,Ball milled,1,https://doi.org/10.1016/j.jallcom.2021.159122 ,640,,,,1440,24,,
Al0.2Co1.5CrFeNi1.5Ti0.75+Si0.5 ,FCC+IMP,1,0,1,0,0,Ball milled,1,https://doi.org/10.1016/j.jallcom.2021.159122 ,770,,,,880,15,,
Al0.6CrNbTi2V0.5 ,BCC,0,1,0,0,0,as-cast,0,https://doi.org/10.1016/j.vacuum.2022.110930 ,,,,,1240,50,,
AlCoCrFeNiTi0.5 ,BCC,0,1,0,0,0,as-cast,0,https://doi.org/10.1016/j.vacuum.2022.110930 ,,,,,2260,23.3,,
AlMo0.5NbTa0.5TiZr ,BCC,0,1,0,0,0,as-cast,0,https://doi.org/10.1016/j.vacuum.2022.110930 ,580,,,,2000,10,,
HfMo0.5NbTiV0.5 ,BCC,0,1,0,0,0,as-cast,0,https://doi.org/10.1016/j.vacuum.2022.110930 ,403,,,,1260,35,,
HfMo0.5NbTiV0.5Si0.7 ,BCC,0,1,0,0,0,as-cast,0,https://doi.org/10.1016/j.vacuum.2022.110930 ,612,,,,1617,18.5,,
VNbMoTaW ,BCC,0,1,0,0,0,as-cast,0,https://doi.org/10.1016/j.vacuum.2022.110930 ,535,,,,1246,1.7,,
CoCrFeMnNi ,FCC,1,0,0,0,0,CDCT for 0 cycles,1,https://doi.org/10.1016/j.jmst.2021.11.022 ,,290,455,33.4,,,,
CoCrFeMnNi ,FCC,1,0,0,0,0,CDCT for 1 cycles,1,https://doi.org/10.1016/j.jmst.2021.11.022 ,,383,565,35.9,,,,
CoCrFeMnNi ,FCC,1,0,0,0,0,CDCT for 10 cycles,1,https://doi.org/10.1016/j.jmst.2021.11.022 ,,670,895,31.5,,,,
CoCrFeMnNi ,FCC,1,0,0,0,0,CDCT for 2 cycles,1,https://doi.org/10.1016/j.jmst.2021.11.022 ,,495,695,41.8,,,,
CoCrFeMnNi ,FCC,1,0,0,0,0,CDCT for 4 cycles,1,https://doi.org/10.1016/j.jmst.2021.11.022 ,,580,805,37.2,,,,
Co34.5Cr30Ni26.5Al5.4W3.6 ,FCC+σ ,1,0,0,0,1,"cold rolling,Annealing at 700°C,1h",1,https://doi.org/10.1016/j.msea.2021.142140 ,,,1798,1,,,,
Co34.5Cr30Ni26.5Al5.4W3.6 ,FCC+σ ,1,0,0,0,1,"cold rolling,Annealing at 800°C,1h",1,https://doi.org/10.1016/j.msea.2021.142140 ,,1300,1500,6.4,,,,
Co34.5Cr30Ni26.5Al5.4W3.6 ,FCC+σ ,1,0,0,0,1,"cold rolling,Annealing at 850°C,1h",1,https://doi.org/10.1016/j.msea.2021.142140 ,,906,1181,9.8,,,,
Co34.5Cr30Ni26.5Al5.4W3.6 ,FCC+σ ,1,0,0,0,1,"cold rolling,Annealing at 900°C,1h",1,https://doi.org/10.1016/j.msea.2021.142140 ,,875,1219,19,,,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,cold-rolling (90%) and annealing (1200 °C) ,1,https://doi.org/10.1016/j.jallcom.2021.162907 ,,648,1075,12,,,,
AlCoCrFeNiTi0.2,BCC_A2+BCC_B2,0,1,0,0,0,compression with a strain rate of 1×10-3 /s,1,dx.doi.org/10.1007/s11665-015-1869-3,,,,,1710,23.5,,
AlCoCrFeNiTi0.4,BCC_A2+BCC_B2,0,1,0,0,0,compression with a strain rate of 1×10-3 /s,1,dx.doi.org/10.1007/s11665-015-1869-3,,,,,1970,24,,
AlCoCrFeNi,BCC_A2+BCC_B2,0,1,0,0,0,compression with a strain rate of 1×10-3 /s,1,dx.doi.org/10.1007/s11665-015-1869-3,,,,,1390,29.8,,
Co0.25CrFeNiMnAl0.3,FCC+BCC,1,1,0,0,0,deformation ,1,https://doi.org/10.1016/j.matdes.2022.110442 ,,486,801,22.8,715,,,
Co0.5CrFeNiMnAl0.3,FCC+BCC,1,1,0,0,0,deformation ,1,https://doi.org/10.1016/j.matdes.2022.110442 ,,471,745,13.9,716,,,
Co0.75CrFeNiMnAl0.3,FCC+BCC,1,1,0,0,0,deformation ,1,https://doi.org/10.1016/j.matdes.2022.110442 ,,425,723,23.1,707,,,
Co1CrFeNiMnAl0.3 ,FCC,1,0,0,0,0,deformation ,1,https://doi.org/10.1016/j.matdes.2022.110442 ,,245,535,45.3,401,,,
CrFeNiMnAl0.3,FCC+BCC,1,1,0,0,0,deformation ,1,https://doi.org/10.1016/j.matdes.2022.110442 ,,565,807,2.6,802,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,direct laser sintered,1,dx.doi.org/10.1016/j.msea.2015.02.072,,,,,200,100,,
Al0.6CoCrFeNi,FCC+BCC,1,1,0,0,0,direct laser sintered,1,dx.doi.org/10.1016/j.msea.2015.02.072,,,,,400,50,,
Al0.85CoCrFeNi,BCC,0,1,0,0,0,direct laser sintered,1,dx.doi.org/10.1016/j.msea.2015.02.072,,,,,1400,25,,
Al2.2Li0.1Zr,,NA,NA,NA,NA,NA,"HE+cold rolled (CR), parallel section",1,dx.doi.org/10.17814/mechanik.2016.5-6.60,114,,,,470,,,
Al2.2Li1.2Cu0.1Zr,,NA,NA,NA,NA,NA,"HE+cold rolled (CR), parallel section, heat treated",1,dx.doi.org/10.17814/mechanik.2016.5-6.60,136,,,,410,,,
Al2.2Li1.2Cu0.1Zr,,NA,NA,NA,NA,NA,"HE+cold rolled (CR), parallel section, heat treated + aging",1,dx.doi.org/10.17814/mechanik.2016.5-6.60,152,,,,450,,,
Al2.2Li1.2Cu0.1Zr,,NA,NA,NA,NA,NA,"HE+cold rolled (CR), transverse section, heat treated",1,dx.doi.org/10.17814/mechanik.2016.5-6.60,116,,,,410,,,
Al2.2Li1.2Cu0.1Zr,,NA,NA,NA,NA,NA,"HE+cold rolled (CR), transverse section, heat treated + aging",1,dx.doi.org/10.17814/mechanik.2016.5-6.60,171,,,,450,,,
Al2.2Li0.1Zr,,NA,NA,NA,NA,NA,"HE+cold rolled(CR), transverse section",1,dx.doi.org/10.17814/mechanik.2016.5-6.60,158,,,,470,,,
(CoCrFeNi)95(WMo)5,matrix+σ phase,0,0,0,0,1,Heat treatment as-rolled,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1337,1457,9.4,,,,
(CoCrFeNi)97(WMo)3,matrix+σ phase,0,0,0,0,1,Heat treatment as-rolled,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1169,1238,9.8,,,,
(CoCrFeNi)89 (WMo)5(AlTi)6,matrix+σ phase,0,0,0,0,1,Heat treatment as-rolled,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1327,1412,4,,,,
(CoCrFeNi)91 (WMo)3(AlTi)6,matrix+σ phase,0,0,0,0,1,Heat treatment as-rolled,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1198,1265,4.7,,,,
(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+σ phase,0,0,0,0,1,Heat treatment as-rolled,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1156,1222,5.5,,,,
(CoCrFeNi)99(WMo)1,matrix+σ phase,0,0,0,0,1,Heat treatment as-rolled,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1124,1234,10.1,,,,
TaTiNb ,BCC,0,1,0,0,0,"HEBM, SPS 1373 K,Annealing at  295°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,1886,,,2120,6,,
TaTiNbZr ,BCC,0,1,0,0,0,"HEBM, SPS 1373 K,Annealing at  295°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,1920,,,2070,3,,
TaTiNbZrMo ,BCC,0,1,0,0,0,"HEBM, SPS 1373 K,Annealing at  295°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,,,,1985,0,,
TaTiNbZrW ,BCC,0,1,0,0,0,"HEBM, SPS 1373 K,Annealing at  295°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,2458,,,2665,1,,
TaTiNb ,BCC,0,1,0,0,0,"HEBM, SPS 1373 K,Annealing at  873°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,1495,,,1762,4,,
TaTiNbZr ,BCC,0,1,0,0,0,"HEBM, SPS 1373 K,Annealing at  873°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,1365,,,1642,2,,
TaTiNbZrMo ,BCC,0,1,0,0,0,"HEBM, SPS 1373 K,Annealing at  873°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,,,,620,0,,
TaTiNbZrW ,BCC,0,1,0,0,0,"HEBM, SPS 1373 K,Annealing at  873°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,1387,,,1565,1,,
Al0.3Cr0.5FeCoNi,FCC+BCC,1,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.jallcom.2020.158436 ,163,233,504,45,,,,
Al0.3Cr1.0FeCoNi,FCC+BCC,1,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.jallcom.2020.158436 ,171,259,559,47,,,,
Al0.3Cr1.5FeCoNi,FCC+BCC,1,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.jallcom.2020.158436 ,191,294,640,44,,,,
Al0.3Cr1.7FeCoNi,FCC+BCC,1,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.jallcom.2020.158436 ,229,338,742,28,,,,
Al0.3Cr2.0FeCoNi,FCC+BCC,1,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.jallcom.2020.158436 ,343,546,1078,11,,,,
Al0.3FeCoNi ,FCC+BCC,1,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.jallcom.2020.158436 ,153,221,486,41,,,,
Al0.5CoCrCuFeNiSi0,fcc+bcc,1,1,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.11.085,263,,,,1260,35,,
Al0.5CoCrCuFeNiSi0.4,fcc+bcc,1,1,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.11.085,420,,,,1790,23,,
Al0.5CoCrCuFeNiSi0.8,fcc+bcc,1,1,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.11.085,653,,,,1006,3.7,,
Al0.5CoCrFe0.5NiTi0.5,BCC+FCC+σ+ordered BCC,1,1,0,0,1,homogenised,0,dx.doi.org/10.1016/j.matchar.2016.02.018,730,,,,1659,0.11,,
Al0.5CoCrFe1.5NiTi0.7,BCC+FCC+ordered BCC,1,1,0,0,0,homogenised,0,dx.doi.org/10.1016/j.matchar.2016.02.018,430,,,,895,0.38,,
Al0.5CoCrFe2NiTi0.8,BCC+FCC+ordered BCC,1,1,0,0,0,homogenised,0,dx.doi.org/10.1016/j.matchar.2016.02.018,399,,,,866,0.45,,
Al0.5CoCrFeMo0.2Ni,FCC+BCC+σ,1,1,0,0,1,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,290,,,,2006,34,,
Al0.5CoCrFeMo0.3 Ni,FCC+BCC+σ,1,1,0,0,1,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,340,,,,2101,31,,
Al0.5CoCrFeMo0.4 Ni,FCC+BCC+σ,1,1,0,0,1,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,430,,,,2117,18,,
Al0.5CoCrFeNiTi0.6,BCC+FCC+σ+ordered BCC,1,1,0,0,1,homogenised,0,dx.doi.org/10.1016/j.matchar.2016.02.018,526,,,,1178,0.21,,
Al0.5CoCrFeMo0.5 Ni,FCC,1,0,0,0,0,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,220,,,,,,,
Al0.5CoCrFeMo0.5 Ni,FCC+BCC+σ,1,1,0,0,1,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,571,,,,2360,10,,
AlCoCrFeNi,,NA,NA,NA,NA,NA,Homogenised,1,http://dx.doi.org/10.1016/j.matdes.2013.12.048,534,,,,1378.9,22.7,,
AlCoCrFeNi ,BCC+Laves,0,1,1,0,0,Homogenised,1,https://doi.org/10.1016/j.jallcom.2022.164383 ,522,,,,,,,
CoCrFeMnNi ,BCC+Laves,0,1,1,0,0,Homogenised,1,https://doi.org/10.1016/j.jallcom.2022.164383 ,134.4,,,,,,,
CoFeNiV,,NA,NA,NA,NA,NA,Homogenised,1,dx.doi.org/10.1016/j.jallcom.2015.07.185,238.07,,,,428.3,80,,
Al0.5NbTiVZr,BCC+Laves,0,1,1,0,0,Homogenised,1,dx.doi.org/10.1179/1743284715Y.0000000032,500,,,,960,4,,
AlCoCrFeNiV,,NA,NA,NA,NA,NA,Homogenised,1,http://dx.doi.org/10.1016/j.matdes.2013.12.052,648.8,,,,1726.5,0.7,,
AlCoCrFeNiV0.2,,NA,NA,NA,NA,NA,Homogenised,1,http://dx.doi.org/10.1016/j.matdes.2013.12.049,557.6,,,,1492.4,26.8,,
AlCoCrFeNiV0.5,,NA,NA,NA,NA,NA,Homogenised,1,http://dx.doi.org/10.1016/j.matdes.2013.12.050,591.3,,,,1597.7,5.1,,
AlCoCrFeNiV0.8,,NA,NA,NA,NA,NA,Homogenised,1,http://dx.doi.org/10.1016/j.matdes.2013.12.051,624.8,,,,1695.8,5.7,,
Al1.5NbTiVZr,BCC+Laves,0,1,1,0,0,Homogenised,1,dx.doi.org/10.1179/1743284715Y.0000000032,630,,,,,0,,
Co2Mo0.5Ni2VW0.5,FCC+μ,1,0,0,0,0,homogenised,0,dx.doi.org/10.1016/j.matdes.2016.07.113,376,,,,925,55,,
Co2Mo0.6Ni2VW0.6,FCC+μ,1,0,0,0,0,homogenised,0,dx.doi.org/10.1016/j.matdes.2016.07.113,560,,,,1411,11.8,,
Co2Mo0.8Ni2VW0.8,FCC+μ,1,0,0,0,0,homogenised,0,dx.doi.org/10.1016/j.matdes.2016.07.113,577,,,,1431,14.4,,
Co2Mo1.5Ni2VW1.5,FCC+BCC+μ,1,1,0,0,0,homogenised,0,dx.doi.org/10.1016/j.matdes.2016.07.113,583,,,,1320,13.9,,
Co2Mo1.75Ni2VW1.75,FCC+BCC+μ,1,1,0,0,0,homogenised,0,dx.doi.org/10.1016/j.matdes.2016.07.113,667,,,,1607,9.4,,
Co2MoNi2VW,FCC+BCC+μ,1,1,0,0,0,homogenised,0,dx.doi.org/10.1016/j.matdes.2016.07.113,510,,,,1371,16,,
Co30Cr10Fe10Al18Ni29Mo3,FCC+BCC,1,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,359,,,,1198,14.5,,
Co30Cr10Fe10Al18Ni30Mo2,FCC+BCC,1,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,362,,,,1250,14.7,,
Co30Cr10Fe10Al18Ni31Mo1,FCC+BCC,1,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,357,,,,1159,18.2,,
AlNbTiVZr,BCC+Laves,0,1,1,0,0,Homogenised,1,dx.doi.org/10.1179/1743284715Y.0000000032,550,,,,1080,2.3,,
CoFeNi1.2VMo,,NA,NA,NA,NA,NA,Homogenised,1,dx.doi.org/10.1016/j.jallcom.2015.07.185,602,,,,2000,7.5,,
CoFeNi1.4VMo,,NA,NA,NA,NA,NA,Homogenised,1,dx.doi.org/10.1016/j.jallcom.2015.07.185,537.53,,,,2000,7.5,,
CoFeNi1.6VMo,,NA,NA,NA,NA,NA,Homogenised,1,dx.doi.org/10.1016/j.jallcom.2015.07.185,520.4,,,,1900,8,,
CoFeNi1.8VMo,,NA,NA,NA,NA,NA,Homogenised,1,dx.doi.org/10.1016/j.jallcom.2015.07.185,510.3,,,,1900,9,,
CoFeNi2VMo,,NA,NA,NA,NA,NA,Homogenised,1,dx.doi.org/10.1016/j.jallcom.2015.07.185,382.27,,,,679.1,24.7,,
NbTiVZr,BCC,0,1,0,0,0,Homogenised,1,dx.doi.org/10.1179/1743284715Y.0000000032,460,,,,1320,4.2,,
CoFeNiVMo,,NA,NA,NA,NA,NA,Homogenised,1,dx.doi.org/10.1016/j.jallcom.2015.07.185,624.6,,,,2000,7.5,,
CoFeNiVMo0.2,,NA,NA,NA,NA,NA,Homogenised,1,dx.doi.org/10.1016/j.jallcom.2015.07.185,267.28,,,,686.9,80,,
CoFeNiVMo0.4,,NA,NA,NA,NA,NA,Homogenised,1,dx.doi.org/10.1016/j.jallcom.2015.07.185,402.45,,,,1300,19.7,,
CoFeNiVMo0.6,,NA,NA,NA,NA,NA,Homogenised,1,dx.doi.org/10.1016/j.jallcom.2015.07.185,556.68,,,,1900,7.5,,
CoFeNiVMo0.8,,NA,NA,NA,NA,NA,Homogenised,1,dx.doi.org/10.1016/j.jallcom.2015.07.185,605.63,,,,2100,7.5,,
CrFeNi2V0.5W,FCC+BCC+σ,1,1,0,0,1,Homogenised,1,dx.doi.org/10.1007/s11665-015-1767-8,305,,,,900,70,,
CrFeNi2V0.5W0.25,FCC+σ,1,0,0,0,1,Homogenised,1,dx.doi.org/10.1007/s11665-015-1767-8,226,,,,410,70,,
CrFeNi2V0.5W0.5,FCC+BCC+σ,1,1,0,0,1,Homogenised,1,dx.doi.org/10.1007/s11665-015-1767-8,289.3,,,,520,70,,
CrFeNi2V0.5W0.75,FCC+BCC+σ,1,1,0,0,1,Homogenised,1,dx.doi.org/10.1007/s11665-015-1767-8,289.3,,,,700,70,,
CrFeNiCuCo,FCC1+FCC2,1,0,0,0,0,Homogenised,1,dx.doi.org/10.1007/s11106-015-9720-9,407.8719282,,,,,,,
CrFeNiCuCoAl,FCC1+FCC2+BCC,1,1,0,0,0,Homogenised,1,dx.doi.org/10.1007/s11106-015-9720-9,509.8399103,,,,,,,
CrFeNiCuCoAl0.5,FCC1+FCC2+BCC,1,1,0,0,0,Homogenised,1,dx.doi.org/10.1007/s11106-015-9720-9,305.9039462,,,,,,,
CrFeNiCuCoAl2,FCC1+FCC2+BCC,1,1,0,0,0,Homogenised,1,dx.doi.org/10.1007/s11106-015-9720-9,815.7438564,,,,,,,
CrFeNiCuCoAl3,BCC,0,1,0,0,0,Homogenised,1,dx.doi.org/10.1007/s11106-015-9720-9,713.7758744,,,,,,,
CrFeNiV0.5W,FCC+BCC+σ,1,1,0,0,1,Homogenised,1,dx.doi.org/10.1007/s11665-015-1767-8,633,,,,2240,7.28,,
CrFeNiV0.5W0.25,FCC+σ,1,0,0,0,1,Homogenised,1,dx.doi.org/10.1007/s11665-015-1767-8,869,,,,1113,3.28,,
CrFeNiV0.5W0.5,FCC+BCC+σ,1,1,0,0,1,Homogenised,1,dx.doi.org/10.1007/s11665-015-1767-8,777,,,,1306,4.49,,
CrFeNiV0.5W0.75,FCC+BCC+σ,1,1,0,0,1,Homogenised,1,dx.doi.org/10.1007/s11665-015-1767-8,783,,,,1599,6,,
CuYZrHfAl,HCP1+HCP2+BCC,0,1,0,1,0,Homogenised,1,dx.doi.org/10.1016/j.matdes.2016.06.100,532,,,,1751,,,
CuYZrTiAl,HCP1+BCC,0,1,0,1,0,Homogenised,1,dx.doi.org/10.1016/j.matdes.2016.06.100,480,,,,1432,,,
CuYZrTiHf,HCP1+BCC,0,1,0,1,0,Homogenised,1,dx.doi.org/10.1016/j.matdes.2016.06.100,312,,,,1380,21.3,,
FeCoNiCuMo0.2 ,FCC,1,0,0,0,0,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,162,,,,1041,54,,
FeCoNiCuMo0.4,FCC,1,0,0,0,0,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,203,,,,1106,40,,
FeCoNiCuMo0.6,FCC,1,0,0,0,0,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,277,,,,1421,34,,
FeCoNiCuMo0.8,FCC1+FCC2 Cu rich,1,0,0,0,0,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,347,,,,1436,43,,
FeCoNiCuMo1,FCC1+FCC2 Cu rich,1,0,0,0,0,homogenised,0,https://doi.org/10.1016/j.vacuum.2020.109173 ,382,,,,1460,50,,
FeCrNiCoAl,bcc,0,1,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,555,,,,,21,,
FeCrNiCoAl0.5Cu,fcc,1,0,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,275,,,,350,,,
FeCrNiCoAl0.5Cu0.5,fcc,1,0,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,245,,,,325,,,
FeCrNiCoAl0.5Cu0.75,fcc,1,0,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,245,,,,320,,,
FeCrNiCoAlCu0.1,bcc,0,1,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,575,,,,,15.8,,
FeCrNiCoCu0.5Al,,NA,NA,NA,NA,NA,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,582,,,,1355,9,,
FeCrNiCoCu0.5Al0.5,,NA,NA,NA,NA,NA,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,245,,,,340,,,
FeCrNiCoCu0.5Al0.7,fcc+bcc,1,1,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,320,,,,630,42.7,,
FeCrNiCoCu0.5Al0.75,fcc+bcc,1,1,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,350,,,,820,28,,
FeCrNiCoCu0.5Al0.8,fcc+bcc,1,1,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,410,,,,1150,27,,
FeCrNiCoCu0.5Al0.9,fcc+bcc,1,1,0,0,0,homogenised,0,http://dx.doi.org/10.1016/j.jallcom.2014.06.090,570,,,,1345,9,,
MoTaWNbV ,BCC+Laves,0,1,1,0,0,Homogenised,1,https://doi.org/10.1016/j.jallcom.2022.164383 ,773,,,,,,,
NbTiV0.3Mo,BCC,0,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1455,25,,
NbTiV0.3Mo0.1,BCC,0,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.dib.2018.11.111,,,,,932,45,,
NbTiV0.3Mo0.3,BCC,0,1,0,0,0,homogenised,0,https://doi.org/10.1016/j.dib.2018.11.111,,,,,1312,50,,
Ti20Zr10Nb ,BCC+Laves,0,1,1,0,0,Homogenised,1,https://doi.org/10.1016/j.jallcom.2022.164383 ,235.2,,,,,,,
Ti2VNbMoZr,BCC,0,1,0,0,0,Homogenised,1,https://doi.org/10.1016/j.ijrmhm.2021.105762 ,4067,1344,,,,27,,
Ti2VNbMoZr1.5,BCC,0,1,0,0,0,Homogenised,1,https://doi.org/10.1016/j.ijrmhm.2021.105762 ,4145,1329,,,,29.5,,
Ti2VNbMoZr2,BCC,0,1,0,0,0,Homogenised,1,https://doi.org/10.1016/j.ijrmhm.2021.105762 ,4253,1321,,,,31.6,,
Ti2VNbMoZr3,BCC,0,1,0,0,0,Homogenised,1,https://doi.org/10.1016/j.ijrmhm.2021.105762 ,3978,1304,,,,29.7,,
Ti-30Zr ,BCC+Laves,0,1,1,0,0,Homogenised,1,https://doi.org/10.1016/j.jallcom.2022.164383 ,273.1,,,,,,,
Ti6Al4V ,BCC+Laves,0,1,1,0,0,Homogenised,1,https://doi.org/10.1016/j.jallcom.2022.164383 ,320,,,,,,,
TiZrHfNbFe ,BCC+Laves,0,1,1,0,0,Homogenised,1,https://doi.org/10.1016/j.jallcom.2022.164383 ,535.5,,,,,,,
TiZrHfNbFe0.5 ,BCC+Laves,0,1,1,0,0,Homogenised,1,https://doi.org/10.1016/j.jallcom.2022.164383 ,421.8,,,,,,,
TiZrHfNbFe1.5 ,BCC+Laves,0,1,1,0,0,Homogenised,1,https://doi.org/10.1016/j.jallcom.2022.164383 ,665.3,,,,,,,
TiZrHfNbFe2 ,BCC+Laves,0,1,1,0,0,Homogenised,1,https://doi.org/10.1016/j.jallcom.2022.164383 ,767.3,,,,,,,
TiZrNbTaMo ,BCC+Laves,0,1,1,0,0,Homogenised,1,https://doi.org/10.1016/j.jallcom.2022.164383 ,490,,,,,,,
W0.5Ni2Co2CrMo0.5,FCC+μ+σ(MoNi4),1,0,0,0,1,Homogenised,1,dx.doi.org/10.4028/www.scientific.net/MSF.816.324,306.8,,,,250,55,,
W0.5Ni2Co2VCr0.5,FCC+Laves,1,0,1,0,0,Homogenised,1,dx.doi.org/10.4028/www.scientific.net/MSF.816.324,255.88,,,,750,,,
W0.5Ni2Co2VMo0.5,FCC+BCC+Laves,1,1,1,0,0,Homogenised,1,dx.doi.org/10.4028/www.scientific.net/MSF.816.324,376.1,,,,1000,55,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,hybrid rolling,1,https://doi.org/10.1016/j.jallcom.2021.162907 ,,1900,2000,8,,,,
Al2.2Li0.1Zr,,NA,NA,NA,NA,NA,hydrostatic extrusion (HE),1,dx.doi.org/10.17814/mechanik.2016.5-6.60,118,,,,470,,,
Al2.2Li1.2Cu0.1Zr,,NA,NA,NA,NA,NA,"hydrostatic extrusion (HE), heat treated",1,dx.doi.org/10.17814/mechanik.2016.5-6.60,137,,,,410,,,
Al2.2Li1.2Cu0.1Zr,,NA,NA,NA,NA,NA,"hydrostatic extrusion (HE), heat treated + aging",1,dx.doi.org/10.17814/mechanik.2016.5-6.60,,,,,450,,,
Al18Si5Zr,,NA,NA,NA,NA,NA,"induction furnace @800C, Zr from K2ZrF6 salt",1,dx.doi.org/10.1016/j.jallcom.2013.11.145,,280.1,318.3,3.65,,,,
Al18Si5Zr,,NA,NA,NA,NA,NA,"induction furnace @800C, Zr from sponge Zr",1,dx.doi.org/10.1016/j.jallcom.2013.11.145,,247.5,275.6,3.09,,,,
NiCoFeCr,FCC,1,0,0,0,0,induction melting,1,dx.doi.org/10.1016/j.msea.2016.05.082,,800,,,2400,,,
NiCoFeCrAl,FCC+BCC,1,1,0,0,0,induction melting,1,dx.doi.org/10.1016/j.msea.2016.05.082,,1860,,,5580,,,
NiCoFeCrGa,FCC+BCC,1,1,0,0,0,induction melting,1,dx.doi.org/10.1016/j.msea.2016.05.082,,1360,,,4080,,,
